,reviews,date,rating
229,"A great experience that you should try once. Their seating and ordering system is chaotic, the wait times are long and the service attitude is mixed.My suggestion is keep it simple by finding some room to sit yourself and not being shy to cozy up with others. Order some beers from the staff (who you have to consistently flag down) and pretzel from the lady offering them who walks around the hall.","Apr 21, 2019",4.0
230,"Tourist Trap?Visit #1: Initially I thought this was a big tourist trap...but right in front of the Ommpah band, we met local Munichens Bert and Ernie(I made up those names, can't remember their real names!).   It was crowded, but they invited my wife and I to share their table. These two German gentlemen have coming here for 40+ years, since the beginning of their friendship. We hung out with then for almost an hour. They're married, but their wives insist they have some man time with each other, to keep the Bromance going. Every Thursday afternoon they ride their bikes here, chat, meet new people, listen to some music, drink a couple liters, and then ride their bikes back home(about 4km) in time for dinner. We talked about life, politics, friendships, travel, philosophy...I love meeting locals, its one of my favorite parts about travel! Visit #2: We were a group of 10, and it was a long wait to get a table on the first floor...but the second floor was half empty and quiet. No oompah band unfortunately, but you can get table quickly.  No very exciting, but the food and beer are still good. Beers here are about €4-8 depending on the type and size(GET 1 LITER!!!), food is €10ish for the basic sausage plates to €20+ for the fancier plates...try a roast pork knuckle! Pretty pretzel girls walk around selling giant pretzels for about €4...Experiences can vary depending how and when you visit, and with whom...either way, check it out if you're in Munich.","Oct 17, 2016",4.0
231,"I dined here back in October 2016. I will come back to this place, I promise.Come for the history, cultural significance, and the experience. Stay for the pork knuckles and beer.Expect some delayed service, relax, its a beer hall. Its not fast food, its traditional Bavarian food. Sit next to someone you don't know, don't mind if they ignore you. Its all good. Don't be awkward and try to talk, just chill and bounce to the umpa band.Prost!","Mar 3, 2017",4.0
232,"It was very packed when I went, but we managed to find seating out in a balcony area. The beer was delicious and the food was great! I got the oktoberfest dark draft and some shnitzel with a giant pretzel. Everything was cooked to perfection and the gravy made everything better. The pretzel was to be expected and delicious with some cheese. The beer was the definite winner and the ambiance of the place just can't be beat! Well worth the trip considering it was what I had in mind when passing through Munich","Mar 29, 2022",5.0
233,"Late Sept 2021.  Figured it'd be too crowded mid-day this time of year, but that wasn't the case. The courtyard with the band was full, but otherwise the restaurant was wide open. We were able to get an inside table with a view to the courtyard without waiting. The food was decent as was the beer. Service was excellent.","Oct 2, 2021",4.0
234,Great food. Great beer. Great service. Our group had a wonderful evening here. Will return if I'm back in Munich.,"Jan 25, 2022",5.0
235,"This place was touristy, but I honestly thought it had decent food and service.  It's such a fun environment as well.  Worth going at least once!","Nov 15, 2021",4.0
236,"Had the schnitzel again and it was MARVELOUS. That coupled with the sauerkraut and the Dunkel Beer made this meal a home rub. Substituted the potato salad out for sauerkraut and that helped me satisfy another craving . Has a very ""homemade"" feel to it.","May 2, 2019",4.0
237,Kind of in a rut when it comes to Hofbrauhaus. Always order the same thing and ALWAYS leave happy. While I am not really a big beer drinker anymore I start with the 1L Dunkel and manage to drink my way through it accompanied with a large pretzel with the packaged mustard which is to die for. Finish with the Wienerschnitzel with German potato salad and red cabbage. Could never ask for anything more although if you have ever seen the Schweinen Hocks that may elicit a try sometime.,"Apr 24, 2018",4.0
238,"Stopped in during Oktoberfest and had a great time.  Very loud, fun atmosphere, neat architecture, service was good, beer was of course amazing, and the food was good too - got the pork knuckle and weinerschnitzel.  I had more fun at the real Oktoberfest, but if I was in Munich at another time of year, I'd definitely come here for the Oktoberfest feel.","Nov 13, 2018",4.0
239,"This review is purely for our terrible waiter with attitude, that would not serve us until 25 mins after being seated--and the fact that he told us the kitchen was closed, even though everyone was being served food almost 30 mins after he brought our drinks.  Wish I got his name, but of course he had his name tag hidden inside his lederhosen.I wish I could've at least sample some type of food, but the only thing available to my group of friends was Radler's in all 3 forms.  Refreshing lemonade with beer.  Though that left a sour taste in my mouth for the rest of the evening.This place gets packed to the brim and it is definitely a tourist hub.  I would avoid it if possible and seek something more local if your in the area.","Oct 2, 2018",2.0
240,"If your visiting München then Hofbräuhaus is a right of passage you have to go. There's something about the community you find at the tables. Servers running around with liters of beer. It's a cool experience but don't expect good food. It's averaged prices so it's not to upsetting but my chicken was extremely dry it was difficult to eat without water. Service takes forever like at most German restaurants so just be ready to wait. This isn't somewhere you go while in a hurry. Overall cool experience, but bad food.","Sep 26, 2018",3.0
241,"This was exceptional. We had a idea what to expect, crowds, but this was almost overwhelming. You sit with random people you will never see againAnd have a sparkling little talk over huge one liter beers and sausages and sauerkraut. Don t forget the bread basket..and the Goulash is superior if you ask for boiled potatoes instead of a dumpling.. Our table mates were from Moscow Russia. And here we are in the beer house that Hitler chose to launch the Nazi party. And 200 tables are original. Wow what a place. What a decor.what atmosphere.And the band played on...Thanks  google translate.","Oct 29, 2018",5.0
242,"Our group of 13 was able to find seating and a couple different tables, and that's showing up at 5pm on a Thursday night. We all settled in for our cold plates, hot plates, and pork knuckle. I went with the knuckle, which isn't as good as it comes in Munich, but was certainly more than edible. Would I go back next time I visit Munich? No, I wouldn't - but staff were friendly enough, especially considering they have to spend their days serving annoying, drunk tourists. :)","Dec 19, 2016",3.0
243,"This would be one of the most memorable things I did in Munich. Considered as the best beer hall in the world, you would see a lot of tourist flocking and dining. Women wearing dirndl whil men wearing lederhosen made you transport to oktoberfest.Scrolling through all the reviews here, a lot of people mentioned that they were not catered for a very long time, most of the reasons point out that there's no designated person to serve them. It wasn't the case for us, it might be because we went there after lunch time. We were immediately served and we were well looked after. We understood that with the amount of people, we would be probably wait longer just to be served but we were very committed to trying the dishes of Hofbrauhaus especially its famous pints so no matter the circumstances, we will wait patiently. Funny thing is I was also doing my grad school course requirement while waiting so it doesn't bother me as muchJust be patient if you really want to experience the beer hall. Remember it's a tourist spot, a lot of people all over the world would come and dine in.","Mar 25, 2019",5.0
244,"My review is a little late , perhaps I'm still hungover  but What's an experience!! Oktoberfest in the mother land!! Awesome time awesome people!! Place is huge! This is my second time here and it never disappoints me!! Grab a table and let your eyes ears and heart be your guide. Hofbrauhaus is amazing!! Live laugh and travel for beer!!","Jan 30, 2019",5.0
245,"I really enjoyed my experience here.While there are no shortage of famous beer halls in Munich, this place is one of the ""must-see's"" for a variety of reasons.  Reputation aside, the Hofbrauhaus is a Munich institution featuring cavernous digs full of communal seating, loud patrons and huge servings of beer and local German favorites.Basically if you're in the mood to get the whole beer house experience, you can't go wrong here.  I wouldn't say the food blew my mind but some of the sausages were definitely very tasty.  The pretzel here was gigantic and the huge servings of beer will definitely put you in a good (and bloated) state in a short period of time.  This place is often packed to the brim and it can definitely feel touristy at times.  But one can't deny how much fun it is to be here, eating the food, soaking in the fun ambiance and drinking some kick ass Hofbrau lager.  During my time in Munich, the Hofbrauhaus was definitely one of the most memorable aspects of my trip.  While I'll definitely hit up more beer houses on my next trip, I will most certainly come back here again as well!","May 6, 2016",5.0
246,"Busy place and definitely touristy.  Fun stop just to say you have been here but does not feel like a chill traditional Bavarian beer hall, because of all the people rushing around and lines of people and tour guides walking through the Schwemmel.  We enjoyed ourselves drinking the half liters of Dunkel and  original beer.  The pork sausage links with sauerkraut was good and my son ordered a jhang roasted chicken was good, but the potato salad was just ok.  Great place to take in the history, and get loud, but not a place to sit back and relax to enjoy a beer with food.","Jan 2, 2019",3.0
247,"This place is obviously a tourist trap, but who cares?  This is like a cathedral for wonderful beer.  The service was great, the atmosphere was warm and welcoming, and the food was fantastic.  There are few better ways to spend an afternoon than having a mas and a plate of obatzda with great people.","Aug 8, 2022",5.0
248,"It's our first time in Munich and I feel this is a must/do when in town. The atmosphere is lively, there's live music even at 4pm. Service is so-so, some servers are timid and refuse to engage I think due to language barrier. Beer is 8 euro and main dishes start at 12 euro up. We enjoyed the vibe, the people-watching and we welcomed the slow service as it was a good break for our tired feet. It is a German Hard Rock Cafe with merchandise of all kinds bearing the name. Free use of toilets too which is getting rare in Europe.","Oct 18, 2018",5.0
249,"A dream come true for my brother and I to come here.  Beer was incredible, but the entire space was so beautiful that we were floored .  I hope to return one day.","Apr 26, 2020",5.0
250,Go do the tourist thing and have yourself a beer and make new friends.  First of all it's a free-for-all. Find a place to sit as no one will escort you to a table.  If you are already sitting at a table move over and make room for others so it's not so awkward. Once seated it does take a while for the waitress to get your order.  I recommend ordering food and drink all at once especially if it's busy.  I knocked a star off because we waited 40 minutes to order just beer and all the food was all sold out.,"Jan 6, 2019",4.0
251,"It is a bit cliched, but it has to be experienced. Hofbrauhaus is steps away from Marienplatz, so it is very convenient to work into a walking tour of the city center. The place is huge, with giant beer hall style seating downstairs, a giant outdoor patio, and more space upstairs for special occasions. We came late on a chilly Friday night and enjoyed a beer and giant pretzel on the patio. They come in liter size only, and the dunkel was our preference. It went down smooth with the pretzel, which is served by a pretzel maid who walks around with a basket full of the good stuff. We also ordered obazda from the waiter, which is tasty cheese that comes with its own slice of rye bread, but it was much better slathered on the pretzel.Even better, they had a band playing traditional tunes, which set a great scene. Hard to imagine people have been enjoying this place for nearly 500 years, so do yourself a favor and join mankind's unbroken beer lineage.","Sep 5, 2018",4.0
252,"The international Hofbrauhaus (HB) in Munich is a lot fun with music and dancing. It is located in the heart of the City of Munich. I would say make reservations to dinner show is the best to experience this wonderful germ. This is Bavarian region food. It is a lot of different than many Germany cities food. Be ready of your stomach because you are going to ride out the food and beer at this place with wonderful celebration night. The beer here is awesome and fresh since the brewery is next to it. I like their Hofbrau Original beer has a very great taste of it. The food include roast pork with cracklings, roasted pork knuckles, sausages and more. The entertainment is very fun with audience participation. I like the ribbon dance. One wrong move or step, the ribbon will not wrap the pole with correct pattern. Wood chopping with their wood chip flying to our table. The show also present the cow bell music with hand eyes coordination. Overall I recommend you book this event 1 week earlier before you come. It is fun to drink at their beer garden and eat at their restaurant.","Jan 28, 2016",5.0
253,"Oh the famous Hofbrauhaus, everyone talks about, visits it, and either runs at the first sight of the large crowds or joins in on the fun. I decided to take the journey and experience an old cultural experience that has slowly vanished these days in Germany. So to cut to the chase, yes expect a TON of people and sometimes a long wait. I honestly walked in, circled a few times and found a seat outside as inside was nearly impossible to find a seat. As with many German restaurants, no dilly dallying allowed when it comes to ordering. Menus were on the table (English included), and it was pretty straight forward in terms of what to expect. I of course did my due diligence and looked ahead of time, but I was already suck on the baked pig knuckle. My travel partner ended up getting a sampler plate of sausages and sauerkraut. Flagged a server who could care less about friendliness, but honestly I'd be worn out with the crowds at this famous restaurant as well.  Put in our order with a couple of beers and of course purchased a giant pretzel from one of the many employees walking around with a large baskets of pretzels. Food and beer came out pretty quickly, which had me a tad skeptical in terms of food delivery, but that was quickly shot down with I sunk my teeth into the fred flinstone sized pig knuckle. Extremely tender, crunchy skin, wonderful sauce and over all a complete mouth-gasm. I wish I could consume them daily, but I am pretty sure the flight cost to Munich would bankrupt me after awhile! My travel partner had some tasty sausage, but the sauerkraut was the real winner honestly, very tasty with a nice touch of caraway seeds to add some punch. As for pricing, yes it is not a cheap eat, but an authentic German feast, and I would gladly do it again in a heartbeat!","Dec 3, 2017",4.0
254,"Been here a lot, typically with people who have never been to Munich before. If you have never been, you must go, primarily because everyone will swear that you must stop there, but one trip will last a lifetime.While this is one of the more iconic spots in Munich, it has become more of a tourist attraction than a place to eat and drink. They push the larger beers (Maß), instead of the smaller half liters; my guess is that because of the crowds and how busy it typically is, this prevents them from having to come to the tables as often. The food is mediocre; my advice is that if you are hungry, eat somewhere else and just come here for a bier.I found the schnitzel to be uninspiring and the schweinhaxe was overpriced for what you got. Clearly there are better meals to be had in Munich, but as a tourist attraction, put it on your list. Most evenings will also have live music but never too loud that it drowns out conversations.The tables are community tables, like ever beer hall in Germany, but when you sit at these tables you are rarely sitting with Germans, you are most likely sitting with people from other countries as well, so if you want to talk to Germans about German things, you'll be out of luck. But you will have an opportunity to find out more about Spain, Greece or other countries from the folks around you.","Jan 31, 2020",2.0
255,"So this place seemed very disorganized. There's no system to getting seated, you just have to kind of walk around the really busy restaurant, watching the tales like a hawk to swoop in when someone gets up. It's pretty awkward, because you don't want to make people feel like you're rushing them. They need a waiting list or a host at least. The food was good, the nonvegan menu items looked really good and the big pretzels were expensive but tasty. They had no vegan menu items besides a side salad. I asked if the side of salted potatoes had butter on them, and my server replied ""I think so"" so, not a good sign. Small-ish glasses of water were €2,90 (Over 3 US dollars) ...Overall, I guess it was worth the experience because it's a really famous place.","Jan 2, 2019",3.0
256,"Probably the best known beer hall in Munich.   Stopped in during my visit during Oktoberfest.  Joined a large group at a long table on the 3rd floor not far from the band on stage.  Sampled my 1st pork knuckle and potato dumplings which were salty and good with the dark beer that I was drinking.  As many have stated, the food wasn't 5-star, but it was fulfilling while drinking copious amounts of beer.  Servers were busy, but friendly enough, and attentive.  Prices were reasonable.  Check it out when visiting Munich.","Oct 17, 2018",4.0
257,"It seems like mass chaos at first, but it's awesome! Excellent beer, of course, and food to die for! Try the roast pork with potato dumpling. Walk around and enjoy the decor, it's full of life.","Sep 21, 2022",5.0
258,I stopped in here with my boyfriend for dinner while visiting Munich. We sat at a long table and were happy to hear the band and all the fun people around singing. The menu was pretty large and everything was delicious. The service was also very fast and attentive considering how many people were inside. They accept credit card. I'd recommend a visit and had a very fun time.,"Oct 8, 2018",5.0
259,OK... The Architecture and history of this beir garten is unmatched but....   The beer and service is sub-par.   We went on a Sunday and it wasn't all that busy yet and waited 45 mins to even get noticed at our table..  we ordered a beer which was OK but.. there are much better in Munich.. (see below) the waiter never really came back so we decided to go elsewhere..  we got the cash for out beers and handed it to the waiter and he was agitated because we were willing to wait another hour or so to eat..   so... We went across the street to Augustiner am Platzl and we were blown away.. hands down the best meal and beer in Munich.   We loved it so much we are there twice in 2 days..,"Jul 23, 2018",1.0
260,"After walking about 24,568 steps today we ventured into this fun lovely beer hall to sample our first German Beers which began our German Trip today.Quickly sat down at a table with other beer drinking visitors who were from Spain.  Tables are set up here to sit six to a table and enjoy each other's company while relieving painful feet.We ordered a Heifiweisen type beer and settled on a delicious sausage and potato salad lunch plate.  Large plates of pig knuckles and Wiener schnitzel where dancing before our eyes but we went with a little light fare.Everything was really good.  The menus were in German so we were not really sure what we were ordering.Great umpah music was playing in the background which added to the cheeryness  of the place.  One beer was plenty for us as we were off to the English Garden to see the surfers.","Aug 4, 2016",4.0
261,"Not as fun as Oktoberfest but a great time anyway! I visited this place in the 90's and again in Aug of 2019. They do not miss a beat. A great time! Good food, entertainment and full of fun times. If you cant go to a festival then come here!!!!!!","Dec 3, 2019",4.0
262,"Keeping this short because, well, das Original.  The history, atmosphere, location, beer, pretzels, and service may be duplicated in other cities (have been to the Las Vegas & Rosemont locations), but it feels different here.  Made several visits on my short trip to Munich and would encourage everyone to ignore the tourist warnings and visit Hofbräuhaus Munich.  It's a great experience, especially in a group.  Maybe not as much when alone, then it can be a bit overwhelming.","Sep 10, 2020",5.0
263,"Five stars to HB for hanging around Munich since the late 1500s, surviving several wars, host several historical figures, serve traditional German food and know how to throw a party nightly for people around the world. If you have read a few of my reviews, you know that I just don't go somewhere to say I've been there and take a photo for social media. I like to find out more about a place, HB is no exception. To spare you a long History lesson about the place, I urge you to google the History of HB and appreciate it just not as a place to eat, have a bier and take pictures. From being the Royal bier and bier house of the Bavarian King when it opened to hosting figures as Lenin, Hiltler and Motzart, there is more than being a tourist trap in today's world. So I came here during Oktoberfest of this year, yes I'm a sucker for punishment. Full and packed, I knew we had to act fast to secure a table. We split up and I scored a table, texted my friend, flagged down my waitress and ordered. I knew I could be a lookie-loo after. Work smarter not harder!The food came quick and we ordered the sausage plate with spätzle to share. It's German food. I've had this dish a few times at the HB in Vegas plus other places in my trip. Now, I do have to say the pretzel was better than the ones in Vegas... Yes I know it's not as Fresh, duh. Bier was good.The people watching is fantastic here, ranks up there after Vegas on a Saturday night in July. The poor pretzel gals, they were always being lassoed into tourist pictures, so purchase a pretzel as she passes your table. If you have been to America's HBs, let me say this: This. Is. Germany. You aren't going to chicken dance, group sing ""Caroline"" or get paddled after a shot by your server in a drind'l. So yes, please go. Have a bier and Google the history.","Dec 10, 2015",5.0
264,"Meh. This is a big time tourist spot. But my husband insisted. Huge place, fun band and cold beer. However, not really ""fun"". We didn't try the over priced food. Got a pretzel from the nice pretzel girl though. Been there, done that. Don't need to do it again.","Apr 22, 2018",3.0
265,Omph Pom pa was amazing had a lovely dinner here of course with the liter of Oktoberfest beer.   I always go here when I stop in Munich,"Oct 2, 2021",5.0
266,What a fun place. The biergarden is great. The food is also very comforting. The service is fast and the beer is cold,"Nov 15, 2019",4.0
267,We didn't have a reservation and we were seated relatively fast. The staff was much more accommodating and friendlier than the previous beer garden I had in Munich. Maybe it's different during lunch hours as dinner might be a little more hectic. This place is huge with multiple levels. Thank goodness we got to sit inside with heat. It was very relaxing. We of course got German beer again to try. I'm not much of a beer drinker so I don't have much to comment about it but it was definitely decent. One of the better beers I have enjoyed. I got the roasted pork knuckle and it was much better than the other beer garden. Skin was very crispy and seasoned very well. Their potato ball was also better tasting as it had more flavor. I also got to try the pickled pork knuckle which the other beer garden didn't seem to offer. It was also very good and actually more tender. I'd gladly get both if I come here again. I also tried to buy a beer glass here as well and the lovely staff told us to just go to the gift shop to buy it so it's guaranteed to be new and I can inspect and choose the glass I want myself. My other friend tried the ox roast and it was pretty dry and not tender. Try to not be so adventurous and stick to what foods should taste good and be relatively foolproof to cook. Last thing I want to order is something that isn't exactly a must order if you are in Germany.,"Dec 6, 2015",4.0
268,"The Famous Hofbrauhaus in Germany/Munich. Had to try it out, and it was definitely worth the visit. The food was great, as we tried an assortment of traditional German dishes. I liked the schnitzel the best. The beers are great and ended up getting a 1L chug without knowing. Good times, at a cool location near the city centre close to Marienplatz.","Feb 10, 2020",4.0
269,"Go to Munich - go to Hofbrauhaus - get the Schweinshaxe - drink all the beer.  Very important instructions to follow. Don't expect high quality food, but definitely expect a high quality time! 2 stars for food, 5 stars for the classic experience.","Nov 10, 2018",3.0
270,A must see in Munich but the pretzels were very dry and the staff wasn't very friendly,"Feb 18, 2020",3.0
271,"So much fun. If you come from the states, remember that you don't need to wait to be seated. Just walk in and sit wherever you fit, as long as the table does not say ""reserviert."" They have menus in both English and German. Most nights the oompah band starts playing at 6:00.The food here is excellent. The pretzels are gigantic and tasty, the meats are well-prepared, and the service is quick. Of note, you need to signal the waiter when you want to order and when you want to pay. Definitely visit this historic location if you are visiting from the states.","Aug 13, 2017",5.0
272,You find your own seat at long picnic tables. Wait staff come over quickly to take your order. We loved the lemonade and beer in a huge liter beer mug. Potato soup and bratwurst were good. The giant pretzel was fun and great for getting the last of soup. Just go and have a good time meeting new people and enjoy Munich.,"Dec 29, 2019",5.0
273,"Tourist Trap? Absolutely! A must visit when in Munich? YES!Came here on my last night in Munich last Thursday. It was absolutely packed around 8:30 pm. Our party of 6 managed to snag a spot in the patio, which was really nice because the inside of the restaurant does not have A/C and we were there during the heat wave that was sweeping through Europe. It took a really long time for someone to come around and take our order, but they did have girls walking around selling these huge pretzels, so we weren't just sitting around hungry. We ordered some steins of beer and a pork knuckle to share. The beers and pretzels were good, of course, but the best part of our meal was the pork knuckle. The meat was so tender and flavored so well. We were all wonderfully surprised by this dish. It took a while for them to bring us the food, but it was well worth the wait.The atmosphere is really fun. They have a Om Pah band that plays in the restaurant (a little hard to hear if you sit outside). Everyone is really happy and having a great time.","Jul 28, 2019",4.0
274,"Definitely a must-visit in Munich! However the novelty will not last multiple visits.The royal beer hall is well known for its beer and atmosphere, but I found the food lacking. We got the pork knuckle and the sausage platter. They were decent, but they're not great. The food came out lukewarm. The meat were tasty, but they would be more tasty if they were warmer. Especially when the beer is crisp and cold, the lukewarm food is not a great combo.I do not regret going, but I wouldn't visit again.","Oct 12, 2017",4.0
275,Excellent place for lunch  try also the Höfbräuhaus Original  just amazing . The live music  is a plus,"Feb 9, 2020",5.0
276,"Good food, meet new friends and drink plenty of bier. If in Munich, Germany you have to go!!'","Nov 18, 2020",5.0
277,"This place is incredibly popular during Octoberfest. We were not here during Octoberfest and it was jammed packed at 10pm. It has a fun environment and musicians who move around to different areas. It is something everyone should experience at least once in their life. It is very warm inside with the hundreds of people laughing, eating, drinking and having a great time.","Oct 31, 2019",5.0
278,"Because of the large crowd, good service is hard to give & get. The wait staff is running raged. It is hard to get the attention of the wait staff to place an order and to get the bill. There are employees dressed in traditional Bavarian outfits selling large pretzels & cookies. The dark beer is tasty & refreshing. 1 litter is a lot of beer to finish in one seating. The roasted whole pork knuckle is pretty good. The meat & gravy are tasty, but the skin is hard. There is a lot of meat in a knuckle, enough for 2 adults. The potato dumpling is plain. All side dishes such salad, sauerkraut, etc. must be ordered separatedly. I am neutral about this restaurant.","Jul 13, 2017",3.0
279,"A must go to if you are visiting Munich.  The beer is good, the venue enormous and historic.  The pretzels are great and gigantic.  The bratwurst is satisfying.  Potato gratin great.  Service is quick.  If you come at the right time there will even be a band playing.","Oct 25, 2019",4.0
280,"It's iconic and a neat place to go, to be in a space that holds so much history. The seating is confusing, just find a seat and sit down, they will come take your order and be ready to pay when served, they do not run tabs. The food comes out quick and while waiting there are pretzels going around.","Dec 28, 2019",3.0
281,"What else is there to say? It's the original!! The girl serving us seemed kind of busy/annoyed, but it was Oktoberfest so it made sense. She was over the tourists. Food was good (for what we ordered) and of course the beer. The live music is always a great time!  Kase Spätzle has to be one of my favorite foods on the entire planet. Theirs also had some tasty onions right on top.","Oct 17, 2019",5.0
282,"What can I say? It's Hofbräuhaus! Tons of history, great service, and best of all, great beer! Who can go to Munich and not stop?","Feb 6, 2018",5.0
283,Actually 3.5.  Stopped by this famous tourist attraction for a liter of beer.  First time I came by was at night and it was crowded.  It looked like people were really enjoying themselves but the inside was hot and stuffy.  The outside patio in the center was closing so I couldn't enjoy a beer there.  Came by the next day for a beer and large pretzel from one of the roving pretzel servers.  Beer was okay but good for German style standards.  I'm a West coast IPA guy and not a fan for these styles of beer.  Pretzel was okay.  I wish they were warm.  Ambience is fun and inviting.  There was live music which added nicely to the ambiance.,"Oct 17, 2019",3.0
284,"Great place with tasty German food and a friendly neighborhood vibe! I came here for a beer and the pork shoulder, and it was quite delicious! There's a live band and you share communal tables with people around you. The downside is that it is a very touristy area, with people who just go in for pictures and not for food. Also, the prices are slightly higher than many places around the area. Overall, the experience is great for tourists who are not spending too much time in Munich! The food is extremely filling and tasty, and the beer goes down quite well. Definitely recommend if you are okay with overpaying a little!","Jul 4, 2018",4.0
285,"It's touristy, it's loud, it's crowded, but ya gotta do it if you're coming to Munich. Day one in Germany: we're jetlagged, smelling like planes, and in need of a nap. Instead we set out on foot to the Hofbrauhaus after wandering the city. We wandered the restaurant for about 5 minutes when a 4 person table opened up and our three large butts plopped down.  We waited maybe another 2 minutes before menus were slid into our chubby hands and maybe another 15 minutes passed when we decided what we wanted. What can I say? Our brains were still bogged down with travel itineraries and other miscellaneous American pointlessness. Some more time goes by and then our XL radlers are placed in our still chubby hands and here is where I leave my mortal body and ascend into heaven.  Slightly sweet, incredibly refreshing, and that aura of beer enters my bloodstream and my California brain forgets about the snow outside (that's right, it snowed). Then a super hot woman in traditional Oktoberfest gear saunters up to our table with two XXL pretzels and I reach spiritual nirvana. I black out and somehow buy a pretzel from her. She only accepts cash, I DGAF. Our meals are float to us and here is what I remember of my spaetzle: it's one of their few vegetarian options, it's cheesy and delicious, and it's topped with fried onions. It goes amazingly with my radler and I can't imagine ever being hungry again. I snagged my chub-hub's sauerkraut cuz he hates it, I love it. We all over-ordered, but we all left happy, rosy, and wondering why the heck it can't be Oktoberfest all year long.  Too much of a good thing? Nah, it's the German experience you're looking for.","May 11, 2017",5.0
286,"Go for the atmosphere and the fun! The food is decent, but the experience is what is really the draw at Hofbrauhaus. We sat with a group of young guys from Russia who were happy to share their table and some conversation with us. I love this about Germany that everyone seems a part of one community when enjoying a good meal and beer! We sat upstairs where they had a band and dancers. The menu was limited upstairs, but included their most popular traditional Bavarian dishes. Our server was very prompt and efficient. Prices were reasonable.","Oct 12, 2019",4.0
287,Must visit fun atmosphere for tourists!  I cam here and bought a stein too haha. Ppl were singing and it made me really experience the culture,"Jul 10, 2022",5.0
288,The drinks were perfectly suggested according to our likes. The food was so delicious that I forgot to take pics. I did the veal with a side of mushroom sauce. I'll be back.,"Oct 20, 2019",5.0
289,Gets crowded quickly. One visit is all you need to have the nostalgic feeling of a traditional German Beer hall. A bit touristy but the beer is still good!! Great place to get a few souvenirs for friends back home.It's loud crowded and difficult to get great service. In Germany you just sit down and wait for the server. Be ready to order since they may not be back for a while. I prefer the dark or dunkel and my husband liked the lighter. Bottoms up!! Brost!!,"Nov 11, 2017",4.0
290,"Even if you don't like beer, just come here anyway to be able to say that you've experienced it. Came here on a Monday evening and it was completely packed. It was hot in the main dining area. Luckily they had outside seating. I ordered the half roasted chicken that came with potato salad. My husband ordered pork belly. We also shared a side bowl of red cabbage. And of course we each ordered Radlers. Total bill came to less than 50 euros.","Jun 19, 2018",4.0
291,"Classic but touristy.The essence of Oktoberfest is maintained here for the rest of the year. Of course you have to try the original Hofbrau beer. I enjoyed the lemonade-beer mix, too. Even and especially on a cold, short, rainy December day, the warm and cheerful atmosphere of Hofbräuhaus was amplified by the lively music, colorful ceiling art, and all the people there at all hours of the day. A must-visit! Don't be surprised to find yourself dining next to amiable strangers--all for the love of beer!","Feb 5, 2018",3.0
292,"Walk in the door and you're hit by the Oom-pah music playing and you can feel that Polka start to tingle in your bones. Yes everybody has a little bit of that folk or Volkstümliche Musik in the blood. Next thing you know you're looking for, finding a table and a waitress who reminded me of someone from the movie Heidi, is passing out a round of beer in giant mugs.  I'm sitting with my traveling companions, a colonel and major when someone comes over and tells the major that the table we're sitting at is one of the family tables. I look around and now I notice some of these table booths have what I figure are family crests over them and maybe at certain times, like these busy nights, they're reserved for local families. Probably for years.The major leans over and tells the colonel about it suggest that we move.  But the colonel isn't having any of that. He's enjoying his beer, smiling and listening to the music while he looks over the menu.  We're getting some strange looks from a couple of folk at the nearby tables and I'm thinking, oh Lord this colonel's about to start an international incident.  But as it turns out when some of the family members DO show up, they wanted us to stay and it turned into a good time with good company and good food.  The music was playing, people were singing, beer mugs were hitting against the table, the pork and pretzels was coming out.  It was freezing outside but it was nice and warm where we were sitting.  Beer is in important and historic food group in Germany and there was plenty to be had.   When we were finished, got up and walked around, that's when we noticed that there was an even larger dinner hall room where the majority of the tourist were seated.  The major looked at me and said that's probably where we were supposed to be!  I mean the place was packed! If you ever get to Germany you have to make a stop here and order up some cheer.","Mar 2, 2015",5.0
293,"If you like beer, Hofbrauhaus is a must visit. The seating is unique, and unlike most places in the US, so it encourages you meeting neighbors, which brings you together with people from all over the world- especially after a few of the big mug beers! Or, go out back and enjoy your beeer on the patio overlooking a square. Amazing history to this venue and a story to be told at every corner. Highly recommend giving this place a try.","Sep 20, 2019",5.0
294,"Awesome place! Love the beer and food. The environment is lively, fun, and loud. Seating is a bit different. Find a spot or ask people if you can sit with them. We met a nice couple who help us with the beer and food...gave us really good suggestions because they had been there before. The band plays often. There's not a limit on how long you can sit there but you do have to order food or drinks. Again love this place","Jun 12, 2017",5.0
295,"Come here for the experience, not the food. This is a massive temple to German beer. I didn't see the whole place but there are multiple floors and so many different dining rooms.... it's pretty spectacular. Everyone is drinking beer and having a good time. They didn't let me order any increments smaller than a liter of beer.","Aug 19, 2019",3.0
